locationNo	zipcode	address	addressDetail
3785	5334	서울특별시 강동구 천호동	539~557
3786	5334	서울특별시 강동구 천호동	557-1~561-4
3787	5334	서울특별시 강동구 천호동	557-1~
3788	5333	서울특별시 강동구 천호동	562~562-8
3789	5327	서울특별시 강동구 천호동	563~
3790	5338	서울특별시 강동구 천호동	564~
3791	5339	서울특별시 강동구 천호동	565~
3792	5336	서울특별시 강동구 천호동	566~566-16
3793	5306	서울특별시 강동구 천호동	567~
3794	5243	서울특별시 강동구 천호동	568~570
3795	1133	서울특별시 강북구 미아동	44564~
3796	1232	서울특별시 강북구 미아동	44575~
3797	1155	서울특별시 강북구 미아동	44624~
3798	1156	서울특별시 강북구 미아동	44628~44630
3799	1156	서울특별시 강북구 미아동	44631~44632
3800	1156	서울특별시 강북구 미아동	44633~44636
3801	1155	서울특별시 강북구 미아동	44637~44644
3802	1233	서울특별시 강북구 미아동	44649~44651
3803	1156	서울특별시 강북구 미아동	3-36~
3804	1156	서울특별시 강북구 미아동	3-37~
3805	1155	서울특별시 강북구 미아동	3-38~
3806	1233	서울특별시 강북구 미아동	3-40~3-110
3807	1154	서울특별시 강북구 미아동	3-111~3-134
3808	1156	서울특별시 강북구 미아동	3-135~3-140
3809	1156	서울특별시 강북구 미아동	3-141~
3810	1156	서울특별시 강북구 미아동	3-142~3-183
3811	1155	서울특별시 강북구 미아동	3-192~3-197
3812	1156	서울특별시 강북구 미아동	3-199~3-202
3813	1163	서울특별시 강북구 미아동	3-205~3-238
3814	1233	서울특별시 강북구 미아동	3-246~3-250
3815	1155	서울특별시 강북구 미아동	3-260~3-282
3816	1163	서울특별시 강북구 미아동	3-284~3-300
3817	1233	서울특별시 강북구 미아동	3-302~
3818	1155	서울특별시 강북구 미아동	3-305~3-625
3819	1154	서울특별시 강북구 미아동	3-634~
3820	1155	서울특별시 강북구 미아동	3-637~3-673
3821	1156	서울특별시 강북구 미아동	3-674~
3822	1155	서울특별시 강북구 미아동	3-675~3-712
3823	1154	서울특별시 강북구 미아동	3-714~3-720
3824	1163	서울특별시 강북구 미아동	3-721~3-744
3825	1155	서울특별시 강북구 미아동	3-747~3-800
3826	1156	서울특별시 강북구 미아동	3-802~
3827	1155	서울특별시 강북구 미아동	3-804~3-809
3828	1156	서울특별시 강북구 미아동	3-827~
3829	1155	서울특별시 강북구 미아동	3-830~3-857
3830	1156	서울특별시 강북구 미아동	3-859~3-866
3831	1163	서울특별시 강북구 미아동	3-878~
3832	1155	서울특별시 강북구 미아동	3-881~3-897
3833	1234	서울특별시 강북구 미아동	44700~5-32
3834	1237	서울특별시 강북구 미아동	5-73~44789
3835	1236	서울특별시 강북구 미아동	44794~8-407
3836	1237	서울특별시 강북구 미아동	8-415~
3837	1236	서울특별시 강북구 미아동	8-416~
3838	1222	서울특별시 강북구 미아동	44812~44814
3839	1237	서울특별시 강북구 미아동	44817~44818
3840	1222	서울특별시 강북구 미아동	44820~
3841	1237	서울특별시 강북구 미아동	44824~
3842	1142	서울특별시 강북구 미아동	25-13~
3843	1155	서울특별시 강북구 미아동	25-32~
3844	1153	서울특별시 강북구 미아동	25-38~
3845	1155	서울특별시 강북구 미아동	25-48~
3846	1220	서울특별시 강북구 미아동	12785~35-30
3847	1221	서울특별시 강북구 미아동	13363~13516
3848	1220	서울특별시 강북구 미아동	13636~13667
3849	1221	서울특별시 강북구 미아동	13789~14154
3850	1220	서울특별시 강북구 미아동	14185~14246
3851	1221	서울특별시 강북구 미아동	14336~14458
3852	1220	서울특별시 강북구 미아동	14550~14977
3853	1221	서울특별시 강북구 미아동	15008~15036
3854	1220	서울특별시 강북구 미아동	15250~
3855	1221	서울특별시 강북구 미아동	15373~15462
3856	1220	서울특별시 강북구 미아동	15554~42-56
3857	1221	서울특별시 강북구 미아동	42-58~42-179
3858	1220	서울특별시 강북구 미아동	42-206~42-212
3859	1221	서울특별시 강북구 미아동	42-215~16407
3860	1220	서울특별시 강북구 미아동	44-15~
3861	1221	서울특별시 강북구 미아동	44-20~46-36
3862	1222	서울특별시 강북구 미아동	17533~48-24
3863	1222	서울특별시 강북구 미아동	48-26~
3864	1222	서울특별시 강북구 미아동	48-28~48-29
3865	1237	서울특별시 강북구 미아동	17899~
3866	1222	서울특별시 강북구 미아동	17930~
3867	1237	서울특별시 강북구 미아동	18019~18050
3868	1222	서울특별시 강북구 미아동	18142~
3869	1222	서울특별시 강북구 미아동	18233~
3870	1237	서울특별시 강북구 미아동	49-14~
3871	1222	서울특별시 강북구 미아동	49-15~49-23
3872	1237	서울특별시 강북구 미아동	49-24~49-31
3873	1222	서울특별시 강북구 미아동	49-35~
3874	1222	서울특별시 강북구 미아동	49-38~49-55
3875	1222	서울특별시 강북구 미아동	49-58~
3876	1222	서울특별시 강북구 미아동	49-62~49-102
3877	1237	서울특별시 강북구 미아동	49-107~
3878	1222	서울특별시 강북구 미아동	49-109~
3879	1222	서울특별시 강북구 미아동	49-110~49-114
3880	1237	서울특별시 강북구 미아동	49-115~49-117
3881	1222	서울특별시 강북구 미아동	49-119~
3882	1237	서울특별시 강북구 미아동	49-121~49-144
3883	1222	서울특별시 강북구 미아동	49-146~49-150
3884	1237	서울특별시 강북구 미아동	49-151~49-170
3885	1222	서울특별시 강북구 미아동	18264~
3886	1219	서울특별시 강북구 미아동	18629~51-28
3887	1219	서울특별시 강북구 미아동	51-29~
3888	1219	서울특별시 강북구 미아동	51-42~51-55
3889	1218	서울특별시 강북구 미아동	18994~
3890	1222	서울특별시 강북구 미아동	19025~
3891	1218	서울특별시 강북구 미아동	19299~
3892	1222	서울특별시 강북구 미아동	19329~52-58
3893	1218	서울특별시 강북구 미아동	52-59~52-84
3894	1233	서울특별시 강북구 미아동	19360~
3895	1218	서울특별시 강북구 미아동	19419~53-34
3896	1219	서울특별시 강북구 미아동	19756~19815
3897	1218	서울특별시 강북구 미아동	19998~
3898	1219	서울특별시 강북구 미아동	20059~54-62
3899	1218	서울특별시 강북구 미아동	54-73~54-87
3900	1219	서울특별시 강북구 미아동	54-88~54-129
3901	1219	서울특별시 강북구 미아동	54-131~
3902	1219	서울특별시 강북구 미아동	54-138~
3903	1219	서울특별시 강북구 미아동	54-146~
3904	1219	서울특별시 강북구 미아동	54-148~54-162
3905	1219	서울특별시 강북구 미아동	54-163~
3906	1219	서울특별시 강북구 미아동	54-166~54-216
3907	1219	서울특별시 강북구 미아동	54-217~54-219
3908	1219	서울특별시 강북구 미아동	54-221~55-57
3909	1219	서울특별시 강북구 미아동	55-58~
3910	1219	서울특별시 강북구 미아동	55-59~55-69
3911	1211	서울특별시 강북구 미아동	58~22221
3912	1206	서울특별시 강북구 미아동	22282~
3913	1211	서울특별시 강북구 미아동	22341~
3914	1206	서울특별시 강북구 미아동	22372~61-16
3915	1211	서울특별시 강북구 미아동	61-17~61-23
3916	1206	서울특별시 강북구 미아동	61-38~61-52
3917	1211	서울특별시 강북구 미아동	61-63~61-85
3918	1205	서울특별시 강북구 미아동	22706~65-14
3919	1215	서울특별시 강북구 미아동	24108~24473
3920	1215	서울특별시 강북구 미아동	25720~25903
3921	1215	서울특별시 강북구 미아동	70-13~
3922	1215	서울특별시 강북구 미아동	26054~
3923	1216	서울특별시 강북구 미아동	26359~26938
3924	1217	서울특별시 강북구 미아동	27485~
3925	1216	서울특별시 강북구 미아동	27546~27607
3926	1219	서울특별시 강북구 미아동	27668~
3927	1218	서울특별시 강북구 미아동	27729~
3928	1219	서울특별시 강북구 미아동	75-18~75-78
3929	1219	서울특별시 강북구 미아동	75-79~
3930	1219	서울특별시 강북구 미아동	75-81~75-91
3931	1219	서울특별시 강북구 미아동	75-92~
3932	1219	서울특별시 강북구 미아동	75-93~75-101
3933	1216	서울특별시 강북구 미아동	75-110~75-111
3934	1218	서울특별시 강북구 미아동	75-118~75-120
3935	1219	서울특별시 강북구 미아동	75-121~
3936	1216	서울특별시 강북구 미아동	75-123~
3937	1219	서울특별시 강북구 미아동	75-124~75-126
3938	1216	서울특별시 강북구 미아동	75-133~75-170
3939	1216	서울특별시 강북구 미아동	75-171~
3940	1216	서울특별시 강북구 미아동	75-175~75-177
3941	1219	서울특별시 강북구 미아동	75-179~75-188
3942	1216	서울특별시 강북구 미아동	75-189~75-201
3943	1219	서울특별시 강북구 미아동	75-203~75-204
3944	1216	서울특별시 강북구 미아동	75-206~
3945	1219	서울특별시 강북구 미아동	75-207~75-211
3946	1216	서울특별시 강북구 미아동	75-213~75-216
3947	1219	서울특별시 강북구 미아동	75-254~
3948	1218	서울특별시 강북구 미아동	75-258~75-268
3949	1216	서울특별시 강북구 미아동	75-275~
3950	1216	서울특별시 강북구 미아동	75-276~
3951	1216	서울특별시 강북구 미아동	75-277~75-281
3952	1216	서울특별시 강북구 미아동	75-282~
3953	1216	서울특별시 강북구 미아동	75-283~75-286
3954	1216	서울특별시 강북구 미아동	75-287~
3955	1216	서울특별시 강북구 미아동	75-288~75-291
3956	1216	서울특별시 강북구 미아동	75-292~75-294
3957	1216	서울특별시 강북구 미아동	75-295~75-296
3958	1216	서울특별시 강북구 미아동	75-297~
3959	1216	서울특별시 강북구 미아동	75-298~
3960	1216	서울특별시 강북구 미아동	75-299~
3961	1216	서울특별시 강북구 미아동	75-300~
3962	1216	서울특별시 강북구 미아동	75-301~
3963	1216	서울특별시 강북구 미아동	75-302~
3964	1217	서울특별시 강북구 미아동	75-304~
3965	1216	서울특별시 강북구 미아동	75-307~
3966	1217	서울특별시 강북구 미아동	75-308~27820
3967	1218	서울특별시 강북구 미아동	27881~27942
3968	1217	서울특별시 강북구 미아동	77~28277
3969	1233	서울특별시 강북구 미아동	28399~77-20
3970	1217	서울특별시 강북구 미아동	77-24~77-26
3971	1217	서울특별시 강북구 미아동	77-29~77-30
3972	1217	서울특별시 강북구 미아동	77-31~77-52
3973	1217	서울특별시 강북구 미아동	77-53~
3974	1233	서울특별시 강북구 미아동	77-58~77-64
3975	1217	서울특별시 강북구 미아동	77-70~77-87
3976	1218	서울특별시 강북구 미아동	77-89~77-93
3977	1217	서울특별시 강북구 미아동	77-96~
3978	1218	서울특별시 강북구 미아동	28491~29160
3979	1218	서울특별시 강북구 미아동	79-15~
3980	1218	서울특별시 강북구 미아동	79-16~79-47
3981	1233	서울특별시 강북구 미아동	80~29221
3982	1217	서울특별시 강북구 미아동	29281~
3983	1218	서울특별시 강북구 미아동	29342~80-39
3984	1233	서울특별시 강북구 미아동	80-41~
3985	1218	서울특별시 강북구 미아동	80-44~80-53
3986	1233	서울특별시 강북구 미아동	80-55~
3987	1217	서울특별시 강북구 미아동	80-56~80-57
3988	1233	서울특별시 강북구 미아동	80-58~80-61
3989	1218	서울특별시 강북구 미아동	80-62~
3990	1233	서울특별시 강북구 미아동	80-63~81-19
3991	1233	서울특별시 강북구 미아동	81-20~
3992	1233	서울특별시 강북구 미아동	81-21~81-27
3993	1218	서울특별시 강북구 미아동	81-29~81-35
3994	1233	서울특별시 강북구 미아동	81-41~84-14
3995	1233	서울특별시 강북구 미아동	84-16~
3996	1233	서울특별시 강북구 미아동	84-18~84-47
3997	1233	서울특별시 강북구 미아동	84-48~
3998	1233	서울특별시 강북구 미아동	84-49~84-73
3999	1233	서울특별시 강북구 미아동	31079~
4000	1233	서울특별시 강북구 미아동	31168~31229
4001	1217	서울특별시 강북구 미아동	87~87-32
4002	1233	서울특별시 강북구 미아동	87-33~
4003	1217	서울특별시 강북구 미아동	87-34~87-43
4004	1233	서울특별시 강북구 미아동	87-45~
4005	1217	서울특별시 강북구 미아동	87-49~
4006	1217	서울특별시 강북구 미아동	87-50~
4007	1217	서울특별시 강북구 미아동	87-51~87-52
4008	1233	서울특별시 강북구 미아동	87-54~
4009	1217	서울특별시 강북구 미아동	87-63~
4010	1233	서울특별시 강북구 미아동	87-67~87-130
4011	1233	서울특별시 강북구 미아동	87-131~
4012	1233	서울특별시 강북구 미아동	87-132~87-139
4013	1217	서울특별시 강북구 미아동	87-140~
4014	1233	서울특별시 강북구 미아동	87-141~87-163
4015	1217	서울특별시 강북구 미아동	87-165~87-172
4016	1217	서울특별시 강북구 미아동	87-173~87-176
4017	1217	서울특별시 강북구 미아동	87-177~
4018	1233	서울특별시 강북구 미아동	87-179~
4019	1217	서울특별시 강북구 미아동	87-180~87-183
4020	1233	서울특별시 강북구 미아동	87-186~87-210
4021	1216	서울특별시 강북구 미아동	32509~32629
4022	1216	서울특별시 강북구 미아동	89-18~
4023	1216	서울특별시 강북구 미아동	89-20~89-37
4024	1216	서울특별시 강북구 미아동	89-44~
4025	1216	서울특별시 강북구 미아동	32874~90-42
4026	1216	서울특별시 강북구 미아동	90-43~
4027	1216	서울특별시 강북구 미아동	90-44~90-47
4028	1216	서울특별시 강북구 미아동	90-57~90-60
4029	1216	서울특별시 강북구 미아동	90-61~
4030	1216	서울특별시 강북구 미아동	90-62~
4031	1216	서울특별시 강북구 미아동	90-63~90-64
4032	1216	서울특별시 강북구 미아동	90-65~90-66
4033	1216	서울특별시 강북구 미아동	33329~
4034	1217	서울특별시 강북구 미아동	33695~92-19
4035	1216	서울특별시 강북구 미아동	92-21~
4036	1217	서울특별시 강북구 미아동	92-22~92-25
4037	1165	서울특별시 강북구 미아동	34335~
4038	1166	서울특별시 강북구 미아동	34516~
4039	1165	서울특별시 강북구 미아동	34700~100-45
4040	1166	서울특별시 강북구 미아동	103~
4041	1163	서울특별시 강북구 미아동	103-6~103-19
4042	1156	서울특별시 강북구 미아동	103-31~
4043	1166	서울특별시 강북구 미아동	103-36~103-40
4044	1163	서울특별시 강북구 미아동	103-50~103-51
4045	1166	서울특별시 강북구 미아동	103-53~103-124
4046	1156	서울특별시 강북구 미아동	103-126~103-127
4047	1166	서울특별시 강북구 미아동	103-137~
4048	1163	서울특별시 강북구 미아동	103-143~103-144
4049	1156	서울특별시 강북구 미아동	103-147~103-149
4050	1166	서울특별시 강북구 미아동	103-152~103-169
4051	1156	서울특별시 강북구 미아동	103-182~103-183
4052	1190	서울특별시 강북구 미아동	108-1~108-94
4053	1157	서울특별시 강북구 미아동	121-1~125-61
4054	1158	서울특별시 강북구 미아동	126-1~127-7
4055	1158	서울특별시 강북구 미아동	127-8~
4056	1158	서울특별시 강북구 미아동	127-9~127-21
4057	1160	서울특별시 강북구 미아동	128-2~128-6
4058	1159	서울특별시 강북구 미아동	128-9~128-69
4059	1160	서울특별시 강북구 미아동	128-75~128-80
4060	1160	서울특별시 강북구 미아동	128-82~
4061	1160	서울특별시 강북구 미아동	128-83~128-110
4062	1159	서울특별시 강북구 미아동	129-4~129-16
4063	1159	서울특별시 강북구 미아동	129-17~
4064	1159	서울특별시 강북구 미아동	129-19~129-23
4065	1159	서울특별시 강북구 미아동	129-24~
4066	1159	서울특별시 강북구 미아동	129-25~129-33
4067	1159	서울특별시 강북구 미아동	129-34~
4068	1159	서울특별시 강북구 미아동	129-35~130-7
4069	1159	서울특별시 강북구 미아동	130-8~
4070	1159	서울특별시 강북구 미아동	130-10~130-15
4071	1160	서울특별시 강북구 미아동	130-16~130-21
4072	1159	서울특별시 강북구 미아동	130-23~130-34
4073	1160	서울특별시 강북구 미아동	130-36~130-62
4074	1160	서울특별시 강북구 미아동	130-63~
4075	1159	서울특별시 강북구 미아동	130-68~130-74
4076	1160	서울특별시 강북구 미아동	130-80~130-90
4077	1160	서울특별시 강북구 미아동	130-91~
4078	1160	서울특별시 강북구 미아동	130-92~130-96
4079	1159	서울특별시 강북구 미아동	130-98~130-101
4080	1160	서울특별시 강북구 미아동	130-102~130-104
4081	1159	서울특별시 강북구 미아동	130-107~
4082	1160	서울특별시 강북구 미아동	130-110~130-116
4083	1160	서울특별시 강북구 미아동	130-117~
4084	1159	서울특별시 강북구 미아동	130-120~
4085	1160	서울특별시 강북구 미아동	131-1~131-5
4086	1161	서울특별시 강북구 미아동	131-6~131-9
4087	1160	서울특별시 강북구 미아동	131-13~131-19
4088	1161	서울특별시 강북구 미아동	131-20~
4089	1160	서울특별시 강북구 미아동	131-22~131-23
4090	1160	서울특별시 강북구 미아동	131-27~
4091	1160	서울특별시 강북구 미아동	131-29~
4092	1161	서울특별시 강북구 미아동	131-30~
4093	1160	서울특별시 강북구 미아동	131-32~
4094	1161	서울특별시 강북구 미아동	132-1~132-48
4095	1161	서울특별시 강북구 미아동	132-49~132-52
4096	1161	서울특별시 강북구 미아동	132-54~132-89
4097	1162	서울특별시 강북구 미아동	133-1~133-7
4098	1162	서울특별시 강북구 미아동	133-9~
4099	1162	서울특별시 강북구 미아동	133-10~133-13
4100	1162	서울특별시 강북구 미아동	133-14~
4101	1162	서울특별시 강북구 미아동	133-16~133-82
4102	1162	서울특별시 강북구 미아동	133-91~
4103	1162	서울특별시 강북구 미아동	133-92~134-14
4104	1161	서울특별시 강북구 미아동	134-16~134-23
4105	1162	서울특별시 강북구 미아동	134-24~134-27
4106	1161	서울특별시 강북구 미아동	134-30~134-51
4107	1162	서울특별시 강북구 미아동	134-52~134-61
4108	1161	서울특별시 강북구 미아동	134-62~134-70
4109	1161	서울특별시 강북구 미아동	134-71~
4110	1162	서울특별시 강북구 미아동	134-73~134-77
4111	1161	서울특별시 강북구 미아동	134-78~134-86
4112	1162	서울특별시 강북구 미아동	134-87~134-90
4113	1161	서울특별시 강북구 미아동	134-91~134-97
4114	1164	서울특별시 강북구 미아동	135-2~135-8
4115	1163	서울특별시 강북구 미아동	135-9~135-12
4116	1164	서울특별시 강북구 미아동	135-13~
4117	1163	서울특별시 강북구 미아동	135-14~135-22
4118	1164	서울특별시 강북구 미아동	135-23~135-54
4119	1163	서울특별시 강북구 미아동	135-58~135-60
4120	1164	서울특별시 강북구 미아동	135-61~135-64
4121	1163	서울특별시 강북구 미아동	135-65~135-77
4122	1164	서울특별시 강북구 미아동	135-89~135-90
4123	1163	서울특별시 강북구 미아동	136-1~136-45
4124	1164	서울특별시 강북구 미아동	136-46~136-73
4125	1163	서울특별시 강북구 미아동	136-81~136-83
4126	1164	서울특별시 강북구 미아동	136-84~136-101
4127	1163	서울특별시 강북구 미아동	136-103~136-105
4128	1164	서울특별시 강북구 미아동	136-109~
4129	1163	서울특별시 강북구 미아동	136-110~136-121
4130	1164	서울특별시 강북구 미아동	136-123~
4131	1164	서울특별시 강북구 미아동	136-124~
4132	1164	서울특별시 강북구 미아동	136-130~136-131
4133	1163	서울특별시 강북구 미아동	136-133~
4134	1164	서울특별시 강북구 미아동	136-134~136-135
4135	1163	서울특별시 강북구 미아동	136-139~136-142
4136	1164	서울특별시 강북구 미아동	137-1~137-108
4137	1165	서울특별시 강북구 미아동	138-1~139-9
4138	1163	서울특별시 강북구 미아동	139-17~139-46
4139	1165	서울특별시 강북구 미아동	139-50~139-71
4140	1163	서울특별시 강북구 미아동	139-74~139-125
4141	1166	서울특별시 강북구 미아동	139-127~139-136
4142	1163	서울특별시 강북구 미아동	139-137~
4143	1165	서울특별시 강북구 미아동	139-141~139-147
4144	1165	서울특별시 강북구 미아동	140-2~
4145	1165	서울특별시 강북구 미아동	140-6~140-7
4146	1133	서울특별시 강북구 미아동	147~
4147	1131	서울특별시 강북구 미아동	152~152-3
4148	1130	서울특별시 강북구 미아동	157-7~
4149	1129	서울특별시 강북구 미아동	157-13~157-48
4150	1130	서울특별시 강북구 미아동	157-50~157-58
4151	1129	서울특별시 강북구 미아동	158-1~159-77
4152	1128	서울특별시 강북구 미아동	160-1~160-50
4153	1129	서울특별시 강북구 미아동	162-1~162-50
4154	1131	서울특별시 강북구 미아동	163-4~163-21
4155	1132	서울특별시 강북구 미아동	164-1~187-61
4156	1128	서울특별시 강북구 미아동	189-1~189-12
4157	1132	서울특별시 강북구 미아동	189-14~189-18
4158	1128	서울특별시 강북구 미아동	189-20~189-32
4159	1132	서울특별시 강북구 미아동	189-37~192-21
4160	1133	서울특별시 강북구 미아동	193-1~198-46
4161	1141	서울특별시 강북구 미아동	198-54~
4162	1118	서울특별시 강북구 미아동	202-1~203-27
4163	1125	서울특별시 강북구 미아동	206-1~207-21
4164	1126	서울특별시 강북구 미아동	209-1~211-66
4165	1125	서울특별시 강북구 미아동	214-1~214-86
4166	1118	서울특별시 강북구 미아동	215-1~215-4
4167	1125	서울특별시 강북구 미아동	215-5~215-9
4168	1118	서울특별시 강북구 미아동	215-10~215-21
4169	1125	서울특별시 강북구 미아동	215-22~215-31
4170	1118	서울특별시 강북구 미아동	215-35~215-40
4171	1125	서울특별시 강북구 미아동	215-41~215-60
4172	1118	서울특별시 강북구 미아동	215-70~215-91
4173	1125	서울특별시 강북구 미아동	215-95~215-144
4174	1118	서울특별시 강북구 미아동	217-1~217-110
4175	1119	서울특별시 강북구 미아동	218-1~222-9
4176	1125	서울특별시 강북구 미아동	222-10~222-33
4177	1119	서울특별시 강북구 미아동	222-34~222-39
4178	1125	서울특별시 강북구 미아동	222-40~222-44
4179	1119	서울특별시 강북구 미아동	222-47~
4180	1125	서울특별시 강북구 미아동	222-48~222-58
4181	1119	서울특별시 강북구 미아동	222-59~222-60
4182	1125	서울특별시 강북구 미아동	222-71~222-96
4183	1119	서울특별시 강북구 미아동	222-100~222-131
4184	1125	서울특별시 강북구 미아동	222-133~
4185	1119	서울특별시 강북구 미아동	222-134~222-138
4186	1125	서울특별시 강북구 미아동	223-1~223-31
4187	1126	서울특별시 강북구 미아동	224-1~226-5
4188	1127	서울특별시 강북구 미아동	226-8~226-9
4189	1127	서울특별시 강북구 미아동	226-10~
4190	1127	서울특별시 강북구 미아동	226-12~226-20
4191	1126	서울특별시 강북구 미아동	226-22~226-29
4192	1127	서울특별시 강북구 미아동	226-32~226-50
4193	1126	서울특별시 강북구 미아동	226-51~226-71
4194	1127	서울특별시 강북구 미아동	226-74~226-79
4195	1126	서울특별시 강북구 미아동	226-80~
4196	1124	서울특별시 강북구 미아동	228-1~232-32
4197	1121	서울특별시 강북구 미아동	233-1~
4198	1123	서울특별시 강북구 미아동	233-4~233-13
4199	1121	서울특별시 강북구 미아동	233-14~233-16
4200	1123	서울특별시 강북구 미아동	233-17~233-45
4201	1121	서울특별시 강북구 미아동	233-47~233-67
4202	1119	서울특별시 강북구 미아동	234-1~236-26
4203	1120	서울특별시 강북구 미아동	237-1~238-58
4204	1121	서울특별시 강북구 미아동	239-2~239-45
4205	1157	서울특별시 강북구 미아동	245-14~245-32
4206	1158	서울특별시 강북구 미아동	245-34~
4207	1158	서울특별시 강북구 미아동	245-40~
4208	1141	서울특별시 강북구 미아동	245-51~258-4
4209	1142	서울특별시 강북구 미아동	258-7~258-109
4210	1153	서울특별시 강북구 미아동	258-111~258-128
4211	1152	서울특별시 강북구 미아동	258-129~258-163
4212	1153	서울특별시 강북구 미아동	258-164~258-166
4213	1152	서울특별시 강북구 미아동	258-167~258-169
4214	1153	서울특별시 강북구 미아동	258-179~258-244
4215	1162	서울특별시 강북구 미아동	258-246~
4216	1154	서울특별시 강북구 미아동	258-248~258-279
4217	1162	서울특별시 강북구 미아동	258-280~258-283
4218	1154	서울특별시 강북구 미아동	258-284~
4219	1162	서울특별시 강북구 미아동	258-300~
4220	1141	서울특별시 강북구 미아동	258-306~258-318
4221	1162	서울특별시 강북구 미아동	258-327~
4222	1141	서울특별시 강북구 미아동	258-329~258-345
4223	1162	서울특별시 강북구 미아동	258-348~
4224	1141	서울특별시 강북구 미아동	258-355~258-440
4225	1154	서울특별시 강북구 미아동	258-457~258-463
4226	1162	서울특별시 강북구 미아동	258-466~258-467
4227	1153	서울특별시 강북구 미아동	258-468~258-477
4228	1142	서울특별시 강북구 미아동	258-478~
4229	1152	서울특별시 강북구 미아동	258-481~258-488
4230	1162	서울특별시 강북구 미아동	258-490~
4231	1154	서울특별시 강북구 미아동	258-492~258-495
4232	1152	서울특별시 강북구 미아동	258-497~258-503
4233	1153	서울특별시 강북구 미아동	258-504~258-505
4234	1154	서울특별시 강북구 미아동	258-506~
4235	1152	서울특별시 강북구 미아동	258-507~258-513
4236	1153	서울특별시 강북구 미아동	258-517~
4237	1154	서울특별시 강북구 미아동	258-523~258-524
4238	1152	서울특별시 강북구 미아동	258-527~258-529
4239	1162	서울특별시 강북구 미아동	258-533~258-543
4240	1154	서울특별시 강북구 미아동	258-548~258-549
4241	1153	서울특별시 강북구 미아동	258-552~258-553
4242	1158	서울특별시 강북구 미아동	258-554~
4243	1159	서울특별시 강북구 미아동	258-556~
4244	1153	서울특별시 강북구 미아동	258-557~
4245	1154	서울특별시 강북구 미아동	258-558~258-568
4246	1142	서울특별시 강북구 미아동	258-569~258-598
4247	1152	서울특별시 강북구 미아동	258-601~
4248	1153	서울특별시 강북구 미아동	258-603~258-604
4249	1154	서울특별시 강북구 미아동	258-606~
4250	1142	서울특별시 강북구 미아동	258-608~
4251	1152	서울특별시 강북구 미아동	258-609~258-610
4252	1142	서울특별시 강북구 미아동	258-613~
4253	1152	서울특별시 강북구 미아동	258-614~
4254	1153	서울특별시 강북구 미아동	258-616~
4255	1142	서울특별시 강북구 미아동	258-617~
4256	1154	서울특별시 강북구 미아동	258-618~258-619
4257	1142	서울특별시 강북구 미아동	258-620~
4258	1153	서울특별시 강북구 미아동	258-623~258-630
4259	1142	서울특별시 강북구 미아동	258-631~258-648
4260	1153	서울특별시 강북구 미아동	258-649~258-654
4261	1142	서울특별시 강북구 미아동	258-656~258-658
4262	1153	서울특별시 강북구 미아동	258-659~258-661
4263	1154	서울특별시 강북구 미아동	258-662~
4264	1142	서울특별시 강북구 미아동	258-664~258-686
4265	1154	서울특별시 강북구 미아동	258-688~
4266	1142	서울특별시 강북구 미아동	258-689~258-692
4267	1153	서울특별시 강북구 미아동	258-693~258-694
4268	1142	서울특별시 강북구 미아동	258-695~258-696
4269	1152	서울특별시 강북구 미아동	258-697~258-698
4270	1142	서울특별시 강북구 미아동	258-699~
4271	1153	서울특별시 강북구 미아동	258-701~258-706
4272	1154	서울특별시 강북구 미아동	258-707~258-711
4273	1153	서울특별시 강북구 미아동	258-714~
4274	1152	서울특별시 강북구 미아동	258-716~
4275	1154	서울특별시 강북구 미아동	258-719~
4276	1152	서울특별시 강북구 미아동	258-720~258-727
4277	1158	서울특별시 강북구 미아동	258-729~
4278	1141	서울특별시 강북구 미아동	258-732~258-733
4279	1142	서울특별시 강북구 미아동	258-735~258-739
4280	1168	서울특별시 강북구 미아동	300-1~300-2
4281	1168	서울특별시 강북구 미아동	300-3~
4282	1168	서울특별시 강북구 미아동	300-5~300-70
4283	1169	서울특별시 강북구 미아동	301-1~302-76
4284	1170	서울특별시 강북구 미아동	303-1~305-73
4285	1169	서울특별시 강북구 미아동	306-1~308-10
4286	1168	서울특별시 강북구 미아동	308-11~308-22
4287	1169	서울특별시 강북구 미아동	308-23~308-53
4288	1168	서울특별시 강북구 미아동	308-54~308-58
4289	1170	서울특별시 강북구 미아동	309-1~309-7
4290	1169	서울특별시 강북구 미아동	309-8~309-12
4291	1170	서울특별시 강북구 미아동	309-13~309-32
4292	1169	서울특별시 강북구 미아동	309-34~309-40
4293	1170	서울특별시 강북구 미아동	309-41~309-47
4294	1169	서울특별시 강북구 미아동	309-50~
4295	1170	서울특별시 강북구 미아동	309-52~
4296	1169	서울특별시 강북구 미아동	309-53~309-73
4297	1170	서울특별시 강북구 미아동	309-74~309-76
4298	1171	서울특별시 강북구 미아동	310-1~310-61
4299	1172	서울특별시 강북구 미아동	311-1~311-116
4300	1173	서울특별시 강북구 미아동	312-1~312-20
4301	1173	서울특별시 강북구 미아동	312-22~
4302	1173	서울특별시 강북구 미아동	312-23~313-77
4303	1173	서울특별시 강북구 미아동	313-78~
4304	1173	서울특별시 강북구 미아동	313-79~313-86
4305	1172	서울특별시 강북구 미아동	314-1~314-13
4306	1172	서울특별시 강북구 미아동	314-14~
4307	1172	서울특별시 강북구 미아동	314-15~314-21
